03-pairing-trust-revocation	strong	Server escrow fingerprint->key-bytes binding enforced + on-curve check	computerUseSecurity.ts:270 ESCROW_DEVICE_FINGERPRINT_ENFORCEMENT_ENABLED=true / :1248 / :246 isPointOnP256Curve
03-pairing-trust-revocation	strong	Client recursive trust-chain verify rooted at local identity with fingerprint->bytes re-binding	CloudVaultTrustedDeviceChainVerifier.swift:109,137,192
03-pairing-trust-revocation	strong	Atomic revoke (grants/wrappers/controllers/authority/signal-sessions + receipt)	computerUseSecurity.ts:1456,1492,1508,1573-1588,1599,1617
03-pairing-trust-revocation	strong	Revoke creates rotation requirement when a surviving trusted device exists	computerUseSecurity.ts:1532-1557
03-pairing-trust-revocation	strong	Rotation generation monotonicity + requirement-match + old-wrapper revoke	cloudVaultRotation.ts:185,198-217,151,299-307
03-pairing-trust-revocation	strong	Client revoke->rotate inline + survivor pickup (Mac launch/foreground/post-revoke; Android on Devices load)	ComputerUseSecurityCallableClient.swift:302-309,370 / AppDelegate.swift:119,134,143 / AndroidCloudVaultRevocationRotation.kt:135 / DevicesStore.kt:114
03-pairing-trust-revocation	moderate	Stale pending-rotation detector (alerting)	cloudVaultRotationResilience.ts:268 detectStalePendingCloudVaultRotations every 30m
03-pairing-trust-revocation	strong	Revoked-device live-session teardown listener	EscrowRevocationWatcher.swift:64-77
03-pairing-trust-revocation	strong	Controller-key TOFU pin (Mac verifies phone) Keychain-backed, safety-code gate default ON	ControllerKeyPinStore.swift:96 defaultEnabled=true / :186 verifyOrPin / :198 mismatch refused / PhoneControlAuthorityValidator.swift:202-225
03-pairing-trust-revocation	strong	Persisted replay counter + consumed-proof store, fail-closed on corruption	PhoneControlAuthorityValidator.swift:133-143
04-transport-iroh	strong	QUIC+TLS1.3 transport encryption, NodeId=Ed25519 pubkey	crates/openburnbar-iroh/src/lib.rs:302-310 IrohEndpointHandle::bootstrap
04-transport-iroh	strong	Remote NodeId cryptographically bound on connect/accept	crates/openburnbar-iroh/src/lib.rs:430,481 conn.remote_id()
04-transport-iroh	strong	Application-layer E2E payload crypto independent of transport	AgentLens/Services/IrohRelay/IrohRelayRequestHandler.swift:303 authenticatedRequestOpener.open / :959 HermesRelayCrypto.sealToBase64
04-transport-iroh	strong	512 KiB frame cap checked pre-allocation both directions	crates/openburnbar-iroh/src/lib.rs:47,109,172,203 assert_openburnbar_frame_length
04-transport-iroh	strong	Inbound NodeId allowlist enforced on Mac host before serving	AgentLens/Services/IrohRelay/HermesIrohRelayHostClient.swift:292 inboundPeerPolicy.allows; reject+audit+close :293-305
04-transport-iroh	moderate	Mid-session re-authorization: allowlist reloaded + per-peer stream purge	AgentLens/Services/IrohRelay/HermesIrohRelayHostClient.swift:221-222,430 purgeStreamsForDeallowlistedPeers
04-transport-iroh	strong	iOS verifies Mac Ed25519-signed pairing record + 180s freshness pre-dial	OpenBurnBarCore/.../IrohRelayPairing.swift:133-168 verify; HermesIrohRelayTransport.swift:385 fetchAndVerify
04-transport-iroh	strong	Pairing trust-root docs server-owned, client direct-write denied	firestore.rules:2665,2677,2774 allow create,update,delete: if false
04-transport-iroh	moderate	iOS dials via NodeId+relayURL only, ignores published direct IPs	OpenBurnBarMobile/.../HermesIrohRelayTransport.swift:449-453 IrohDialTarget(directAddresses: [])
04-transport-iroh	moderate	Append-only audit events for stream/pairing/fallback lifecycle	OpenBurnBarCore/.../IrohTransportAudit.swift:17-26; firestore.rules:2711-2712 update/delete:false
04-transport-iroh	moderate	Distinct ALPN separating Mercury audio datagrams from control plane	crates/openburnbar-iroh/src/datagrams.rs:40,257 MERCURY_AUDIO_ALPN
04-transport-iroh	moderate	QUIC idle timeout 10m + keepalive 1s	crates/openburnbar-iroh/src/lib.rs:48-49,54-64 openburnbar_transport_config
05-gateway-pop	strong	Ed25519 PoP required on every authenticated HTTP request (bearer alone insufficient)	callables/hermesGateway.ts:693 verifyGatewayRequestPoP, invoked at :845 in resolveGatewayGrant
05-gateway-pop	strong	PoP signing key pinned at pairing (agent-supplied at /device/start, not self-asserted per request); popRequired:true always set at mint	callables/hermesGateway.ts:907 requireGatewayClientSigningPublicKey; copied from session :1922; :2007 popRequired:true
05-gateway-pop	strong	PoP payload binds tokenHash|method|path|bodyHash|nonce|ts (v1) +canonical query (v2), domain-separated	callables/hermesGateway.ts:608 gatewayPopSignablePayload, :669 gatewayPopSignablePayloadV2
05-gateway-pop	strong	bodyHash recomputed and constant-time compared	callables/hermesGateway.ts:719-720 safeEqualHex; hermesGateway.ts:513 timingSafeEqual
05-gateway-pop	strong	Replay defense: per-(uid,client) nonce single-use via Firestore create-if-absent transaction	callables/hermesGateway.ts:758-771 pop_nonce_replay
05-gateway-pop	strong	PoP-before-entitlement ordering (no subscription-state leak to bearer-only attacker)	callables/hermesGateway.ts:844 Promise.allSettled; :853 PoP thrown before :857 entitlement
05-gateway-pop	strong	New writes require sealed envelopes; plaintext gate hard-disabled	hermesGateway.ts:188-190 gatewayPlaintextWriteAllowed returns false; enforced :441,:1144,:1439,:2325,:1979
05-gateway-pop	strong	Plaintext filename rejected for attachments (sealed uses opaque ciphertext content-type)	callables/hermesGateway.ts:1439-1458
05-gateway-pop	strong	Signal v4 envelope writes disabled in production (empty production version set)	hermesGateway.ts:152 PRODUCTION_SIGNAL_ENVELOPE_VERSIONS = empty Set; :691-700 requireProductionGatewaySignalEnvelope rejects
05-gateway-pop	strong	Pinned relay/ratchet key immutable; bearer cannot swap it (anti-MITM)	callables/hermesGateway.ts:1240-1262 relay_key_change_rejected; :1267-1283 ratchet immutable
05-gateway-pop	strong	Approval summary server-derived; client-supplied summary ignored	callables/hermesGateway.ts:1695 summary = toolName ? ... : ...
05-gateway-pop	strong	Agent cannot self-approve; resolution requires trusted native device + device-signed action proof	callables/hermesGateway.ts:2569-2578 requireTrustedDeviceActionProof; computerUseSecurity.ts:840-857 binds approve|subjectId|nonce
05-gateway-pop	strong	Empty/non-Bearer/legacy/revoked/stale/expired bearer all rejected (401)	callables/hermesGateway.ts:811,:816,:828,:831,:838; :697 legacy_pop_required
05-gateway-pop	strong	Create-if-absent on message/event/approval/nonce writes (no clobber)	callables/hermesGateway.ts:1184 message_already_sent; :1704 idempotent arm; :764 nonce
05-gateway-pop	moderate	Owner callables enforce auth + AppCheck + approval lockout	callables/hermesGateway.ts:2303 enforceAuthAndAppCheck; enforceAppCheck on onCall :1842/:2197/:2279/:2545; :1878 assertCallableApprovalNotLocked
05-gateway-pop	strong	Bearer token stored as sha256 hash only, index keyed by hash (no plaintext token at rest)	hermesGateway.ts:497 hashHermesGatewayBearerToken; callables :814 token_index/${tokenHash}
06-cloud-authz	strong	Per-namespace ownership predicate	firestore.rules:52 ownsUserNamespace
06-cloud-authz	strong	Root user-profile write allowlist	firestore.rules:77-113 validRootUserProfileWrite + :1151
06-cloud-authz	strong	Entitlements server-write-only	firestore.rules:3366 allow write: if false
06-cloud-authz	strong	Cloud-vault key wrappers: delete denied + dual trusted-device gate	firestore.rules:2254 allow delete:if false; :2250-2253 trust gets
06-cloud-authz	strong	Escrow trust elevation server-only	firestore.rules:3450 (create rejects trusted), :3465 (update freezes trustState)
06-cloud-authz	strong	Server-only secret/index/nonce collections	firestore.rules:1086-1088, :4226-4248
06-cloud-authz	strong	Sealed-envelope structural validator	firestore.rules:462-500 validCloudSealedText
06-cloud-authz	strong	App Check default ON + prod fail-closed	functions/src/config.ts:68,78-84
06-cloud-authz	strong	Centralized callable ownership/App-Check guard	functions/src/auth.ts:22-31,69-73
06-cloud-authz	strong	Signed-URL path-scope guard (anti-IDOR)	functions/src/callables/shared.ts:514-541 assertUserStoragePath
06-cloud-authz	strong	Short-TTL v4 uid-scoped signed URLs	encryptedSearch.ts:87-94,135-141; dataExport.ts:240,601
06-cloud-authz	strong	Storage default-deny + owner-only session logs	storage.rules:5-14,26-28
07-daemon-privsocket	strong	Privileged HID socket peer auth (UID + code-sign)	OpenBurnBarDaemon/Sources/OpenBurnBarRemoteAccessAgentCore/PrivilegedPeerAuthenticator.swift:36 validateUnixSocketPeer
07-daemon-privsocket	strong	MAIN control-socket peer code-sig gate (RR-3)	OpenBurnBarDaemon/Sources/OpenBurnBarDaemon/BurnBarDaemonPeerAuthenticator.swift:62 validatePeer + OpenBurnBarDaemonServer.swift:580
07-daemon-privsocket	moderate	Main-socket bearer token (constant-time, required)	OpenBurnBarDaemon/Sources/OpenBurnBarDaemon/OpenBurnBarDaemonServer.swift:365 + OpenBurnBarDaemonConfiguration.swift:233 validate()
07-daemon-privsocket	strong	Token transport via launchd env + rotation	AgentLens/Services/OpenBurnBarDaemon/OpenBurnBarDaemonManager+Lifecycle.swift:220 EnvironmentVariables, :313 rotateDaemonSocketAuthToken
07-daemon-privsocket	strong	Socket file 0600 + umask clamp	OpenBurnBarDaemonServer.swift:700 chmod; PrivilegedInputExecutionSocketServer.swift:177 umask(0o077),:186 chmod
07-daemon-privsocket	strong	Socket-dir squat defense (0700/owner/parent checks)	OpenBurnBarDaemon/Sources/OpenBurnBarRemoteAccessAgentCore/PrivilegedInputExecutionSocketServer.swift:84 validateSocketDirectory
07-daemon-privsocket	strong	Shared DR + programmatic hardened-runtime/library-validation flags	OpenBurnBarCore/Sources/OpenBurnBarComputerUseCore/PrivilegedSocketTrust.swift:69 DR string, :190 validateCodeDirectoryFlags
07-daemon-privsocket	strong	Mutual auth: client validates SERVER before credential write	OpenBurnBarCore/Sources/OpenBurnBarComputerUseCore/PrivilegedSocketTrust.swift:210 validateServerPeer + PrivilegedInputXPCClient.swift:242
07-daemon-privsocket	moderate	Pre-exec on-disk daemon binary signature check	AgentLens/Services/OpenBurnBarDaemon/OpenBurnBarDaemonManager+Lifecycle.swift:296 validateDaemonBinary -> PrivilegedSocketTrust.swift:128 validateStaticCode; .live wiring OpenBurnBarDaemonManager.swift:179
07-daemon-privsocket	strong	HPKE credential envelope with context binding	OpenBurnBarCore/Sources/OpenBurnBarComputerUseCore/RemoteUnlockCredentialEnvelopeCrypto.swift:36 seal/:84 open, :95 info compare
07-daemon-privsocket	strong	Single-use local-auth proof bound to canonical op hash (app layer)	AgentLens/Services/ComputerUse/PhoneControlAuthorityValidator.swift:475 validateLocalAuthProofIfNeeded, :513 wrong_intent, :540 replay set, :547 consumedProofStore
07-daemon-privsocket	moderate	Connection flood bound + IO timeouts/size cap	OpenBurnBarDaemon/Sources/OpenBurnBarRemoteAccessAgentCore/PrivilegedInputExecutionSocketServer.swift:37 connectionSlots, :199 timeouts, :257 16KB cap
08-agent-runtime-tools	strong	Deterministic capability gate (pure fn, fail-closed, harshest-denial-wins)	OpenBurnBarCore/Sources/OpenBurnBarComputerUseCore/ComputerUseCapabilityGate.swift:226 DefaultComputerUseCapabilityGate.check
08-agent-runtime-tools	strong	Hard-coded deny registry, not editor-removable	OpenBurnBarCore/Sources/OpenBurnBarComputerUseCore/ComputerUseDenyRegistry.swift:13 builtInRules / :182 isBuiltIn
08-agent-runtime-tools	strong	Accessibility deny-region overrides agent+mac+phone	ComputerUseCapabilityGate.swift:335; ComputerUseDenyRegistry.swift:214 ComputerUseAccessibilityDenyReason
08-agent-runtime-tools	strong	Per-tool capability enforcement in in-app broker	AgentLens/Services/CLIBridge/OpenAICompatibleChatGatewayClient.swift:136 invokeOpenAITool grant.supportsAll
08-agent-runtime-tools	moderate	Per-action approval for privileged broker tools (non-trusted), fail-closed	OpenAICompatibleChatGatewayClient.swift:155 approvalGatedTools
08-agent-runtime-tools	strong	Workspace-confined sandbox-exec profile for shell_run	OpenAICompatibleChatGatewayClient.swift:344 runShell / :662 restrictedShellSandboxProfile
08-agent-runtime-tools	strong	Grants time/thread/runtime/device scoped, non-sticky	AgentCapabilityGrant.swift:311 struct / :374 isActive / :186 30-min TTL
08-agent-runtime-tools	strong	Remote grant intake Ed25519-signed + pinned-controller verified	AgentLens/Services/ComputerUse/AgentCapabilityGrantQueueListener.swift:81 verifiedReceipt registerPeer/validate
08-agent-runtime-tools	moderate	Grant admission requires local-auth proof + Mac approval for privileged/YOLO	AgentLens/Services/ComputerUse/AgentCapabilityGrantStore.swift:75 apply requiresLocalAuthentication/requiresMacApproval
08-agent-runtime-tools	moderate	Local Mac grant gated by device LocalAuthentication (fail-closed)	AgentLens/Services/ComputerUse/DesktopGrantLocalAuthenticator.swift:31 canEvaluatePolicy throws unavailable/failed; ChatPanelHeader.swift:379
08-agent-runtime-tools	moderate	Independent panic/kill paths (hotkey/lock/remote-config)	AgentLens/Services/ComputerUse/ComputerUsePanicHaltCoordinator.swift:29 install / :67 hotkey / :54 remoteConfig
08-agent-runtime-tools	strong	Audit-before-action fail-closed reservation	AgentLens/Services/ComputerUse/ComputerUseSessionCoordinator.swift:871 reserveAuditEntry
08-agent-runtime-tools	moderate	YOLO unrestricted shell blocked in MAS build	AgentCapabilityGrantStore.swift:166 yoloUnavailable #if DISTRIBUTION_MAS; OpenAICompatibleChatGatewayClient.swift:368 re-check
08-agent-runtime-tools	strong	Default-deny when no grant (read-only/plan)	AgentLens/Services/CLIBridge/CLIArgumentBuilder.swift:57 claude plan+disallowedTools / :95 codex read-only+ignore-config
08-agent-runtime-tools	weak	Prompt-injection wrapping of chat user message	CLIArgumentBuilder.swift:248 combinedPrompt UNTRUSTED_CONTENT
09-agentic-prompt-memory	strong	Untrusted-content wrapper with delimiter-breakout defense	AgentLens/Services/ContextBuilder.swift:11 wrapUntrusted, :38 defangSentinel
09-agentic-prompt-memory	strong	RAG snippets wrapped per-chunk	AgentLens/Services/ContextBuilder.swift:146 formatBlock
09-agentic-prompt-memory	strong	Focus transcript wrapped + capped	AgentLens/Views/Chat/ChatSessionController.swift:132 buildFocusSessionPromptSection
09-agentic-prompt-memory	moderate	CU browser_extract + accessibility results wrapped	AgentLens/Services/CLIBridge/OpenAICompatibleChatGatewayClient.swift:529 shouldWrapUntrustedComputerUseResult, :534 wrappedUntrustedComputerUseResult
09-agentic-prompt-memory	strong	Browser SSRF host policy (loopback/metadata/private/file)	OpenBurnBarDaemon/Sources/OpenBurnBarDaemon/OpenBurnBarBrowserTargetPolicy.swift:52 isBlockedHost; enforced ComputerUseRunCoordinator.swift:785
09-agentic-prompt-memory	moderate	Workspace-sandboxed shell; unrestricted gated to YOLO+capability	AgentLens/Services/CLIBridge/OpenAICompatibleChatGatewayClient.swift:344 runShell, :367 runShellUnrestricted
09-agentic-prompt-memory	strong	Hosted analyst is digest-only + question wrapped + JSON-only, no tools	functions/src/insightsHostedAnswer.ts:246 digestSummaryFor, :287 userPromptText, :330 response_format
09-agentic-prompt-memory	moderate	Agentic tool-call budget cap	AgentLens/Services/CLIBridge/OpenAICompatibleChatGatewayClient.swift:1154 maxToolCalls
11-android-masvs	strong	allowBackup=false + full backup/D2D exclusion	AndroidManifest.xml:36-38; data_extraction_rules.xml (all domains excluded in cloud-backup AND device-transfer incl device_protected_*)
11-android-masvs	strong	FLAG_SECURE on sensitive screens	security/ScreenPrivacy.kt:11-14 enableOpenBurnBarScreenPrivacy; MainActivity.kt:36, SkillRunPiPActivity.kt:39, QuickGlanceActivity.kt:53, ScreenShareViewerActivity.kt:56, IncomingCallActivity.kt:30
11-android-masvs	strong	Phone-control signing key: StrongBox-preferred, biometric-per-use, non-exportable P-256	PhoneControlSecureEnclaveKeystore.kt:116-134 (setIsStrongBoxBacked@124, setUserAuthenticationRequired@121, setUserAuthenticationParameters(0,AUTH_BIOMETRIC_STRONG)@129, setInvalidatedByBiometricEnrollment@122); refuses mint <API30 @97
11-android-masvs	strong	Remote Unlock saved-credential key user-auth-bound	RemoteUnlockSavedCredentialStore.kt:84-94 setUserAuthenticationRequired(true)@91, AUTH_BIOMETRIC_STRONG|DEVICE_CREDENTIAL@105, setInvalidatedByBiometricEnrollment@93
11-android-masvs	strong	Remote Unlock submission gated by live BiometricPrompt	ScreenShareViewerActivityRemoteUnlockSupport.kt:231-272 authenticateForRemoteUnlock, errors if unavailable @240-242
11-android-masvs	strong	Remote Unlock credential E2E-sealed to Mac (HPKE-X25519)	RemoteUnlockCredentialEnvelopeCrypto.kt:50-95 HPKE DHKEM-X25519/HKDF-SHA256/ChaCha20-Poly1305 + structured info AAD
11-android-masvs	strong	Signal at-rest sender-auth verified fail-closed (iOS parity remediated)	CloudVaultCrypto.kt:494-555 openSignalPayload->verifySenderAuth@512; callers AssistantChatHistoryStore.kt:818-833, CLIAgentMissionDispatcher.kt:985-999 route via SignalAtRestFallbackPolicy
11-android-masvs	moderate	Downgrade policy fail-closes forged/stripped/relocated envelopes	SignalAtRestFallbackPolicy.kt:34-50 (SenderSignatureInvalid/SenderAuthMissing/IllegalArgumentException -> false)
11-android-masvs	strong	Exported sensitive services protected by BIND signature/system perms	AndroidManifest.xml MenuBarTileService BIND_QUICK_SETTINGS_TILE@153, TextExpansionImeService BIND_INPUT_METHOD@163, WallpaperService BIND_WALLPAPER@178
11-android-masvs	strong	FCM payload carries no secrets; service not externally exported	MercuryFcmService.kt:42-50 only type/connection_id/caller_name/caller_initial; AndroidManifest.xml:255 exported=false
11-android-masvs	strong	Exported intent E2E launchers release-disabled	MainActivityE2EComputerUseActions.kt:13 if(!BuildConfig.DEBUG||...)return; MainActivityE2EActions.kt:18 mission, :45 hermes
11-android-masvs	moderate	Deep-link is navigation-only (no prompt auto-submit)	MainActivityIntentActions.kt:7-13 stashPendingPromptFromIntent is intentional no-op
11-android-masvs	moderate	Network security config hard-denies cleartext to backend hosts	network_security_config.xml:40-54 domain-config cleartextTrafficPermitted=false for googleapis/firebase*/cloudfunctions/run.app/web.app
12-attachments	strong	Storage SDK deny-by-default; gateway objects via signed URLs only	storage.rules:26-28 catch-all allow read,write: if false
12-attachments	strong	Sealed-only writes for new gateway attachments	functions/src/callables/hermesGateway.ts:1439-1444 + functions/src/hermesGateway.ts:188-190 gatewayPlaintextWriteAllowed
12-attachments	strong	Sealed object path carries no fileName segment	functions/src/callables/hermesGateway.ts:1470-1472 storagePath
12-attachments	strong	Short-lived (10-min) v4 signed URLs, write scoped to exact object+contentType	functions/src/callables/hermesGateway.ts:1473-1479,1653-1658
12-attachments	strong	Init create-if-absent in transaction (409 on re-init)	functions/src/callables/hermesGateway.ts:1502-1509
12-attachments	strong	Finalize verifies size==byteCount, recomputed sha256, path-prefix, owner, status, expiry	functions/src/callables/hermesGateway.ts:1524-1586 sha256ForStorageFile:492-505
12-attachments	strong	Download URL: auth+AppCheck+status+owner+destination+path confinement	functions/src/callables/hermesGateway.ts:1614-1658
12-attachments	strong	Mercury blobs content-addressed; iroh export verifies BLAKE3 hash	crates/openburnbar-iroh/src/blobs.rs:276-282 store.blobs().export(ticket.hash())
12-attachments	strong	Mercury on-disk inbox name = blobHash + extension-only (no traversal)	OpenBurnBarCore/Sources/OpenBurnBarMedia/MediaFileTransferService.swift:162-169 inboxURL
12-attachments	moderate	Mac receive seal-at-rest AES-256-GCM (OBMFA1), AAD-bound, atomic replace	AgentLens/Services/Media/MacFileTransferService.swift:420-543 sealReceivedFileAtRest
12-attachments	moderate	Mac receive capability-gate admission before fetch + quarantine xattr	AgentLens/Services/Media/MacFileTransferService.swift:391-407,555-576
12-attachments	strong	Firestore at-rest media manifest seals filename via CloudVault	OpenBurnBarMobile/Features/Mercury/Stores/MediaAttachmentManifestStore.swift sealedFilename/encrypted dict
12-attachments	strong	encryptedSearch download path strictly confined + existence check	functions/src/callables/shared.ts:514-534 assertUserStoragePath
14-supply-chain	strong	Actions SHA-pinned (near-universal)	.github/workflows/deploy-production.yml:37,72,207; release.yml:173,705; build-iroh-android-aar.yml:38,41,47,58
14-supply-chain	strong	Least-privilege top-level permissions (contents: read default)	deploy-production.yml:3-5; confidentiality-guard.yml:24-25; build-iroh-android-aar.yml:3-4
14-supply-chain	strong	Prod deploy gated to v* tags + environment:production	deploy-production.yml:7-10,31,56-59 (Resolve release tag)
14-supply-chain	strong	Fail-closed strict release-secret validation	release.yml:139-170 (Validate strict release secrets)
14-supply-chain	strong	macOS codesign + hardened runtime + notarize + staple	release.yml:415-448 (Codesign app bundle), 500-531 (Notarize and staple DMG)
14-supply-chain	strong	Post-publish fail-closed live update-feed Ed25519 verify	release.yml:1167-1271 (verify-live-update-feed)
14-supply-chain	strong	Committed Android AAR rebuild-parity gate	build-iroh-android-aar.yml:110-119 (Verify committed AAR parity, git diff --exit-code)
14-supply-chain	moderate	cosign keyless SLSA attestations (SBOM/VEX/checksums/binaries)	release.yml:704-737 (SLSA provenance attestations); supply-chain-provenance.yml:84-93
14-supply-chain	strong	Rust advisory scanning fail-closed (cargo-audit --deny warnings)	rust-sast.yml:42-98 (cargo-audit matrix over openburnbar-iroh + burnbar-remote)
14-supply-chain	strong	Secret scanning (gitleaks pinned + detect-secrets pre-commit)	security-pr.yml:63-79; .pre-commit-config.yaml:158-167,24,30
14-supply-chain	moderate	OSV-Scanner + Dependency Review + npm audit	security-pr.yml:199-209 (OSV 8 npm locks), 90-98 (dep review fail-on high), 100-127 (npm audit)
14-supply-chain	moderate	CodeQL multi-language (swift/kotlin/js-ts/python)	codeql.yml:53-65 (matrix)
14-supply-chain	moderate	Fail-closed release preflight (provenance + signed legal approval)	scripts/ci/check_burnbar_release_preflight.py:65-91
14-supply-chain	moderate	Confidentiality Guard with self-test	confidentiality-guard.yml:45-49
