T-CVS-06	Low	STRIDE:Tampering	CloudVaultCrypto open path	Legacy v1 AAD/no-AAD open path weakens domain separation	v1-schema envelope opens under no-AAD branch (CloudVaultCrypto.swift:605-606) / legacy v1 AAD accepted (1094-1102), sidestepping path binding	Still requires correct vault key (confidentiality intact); v1 is migration legacy	No enforced cutover removing v1 acceptance	Weakened relocation binding for legacy docs only
T-PTR-01	Medium	STRIDE:Info/Elevation; framework T-ID-4 / RR-5	revokeEscrowDeviceTrust + rotation chain	Revocation leaves pre-revocation vault key un-clawed-back (cached-key window)	Trusted device compromised/lost -> operator revokes -> grants/controllers/sessions severed immediately and rotation queued -> revoked device's already-cached vault key still decrypts pre-revocation synced content until a survivor finishes rotation+rewrap.	Inline + survivor + stale-detector rotation now wired (computerUseSecurity.ts:1532; ComputerUseSecurityCallableClient.swift:302,370); active wrappers revoked at revoke (:1508).	No claw-back: nothing invalidates a key already resident on the revoked device.	Time-bounded read of pre-revocation content by an offline thief; new wraps blocked. Down-graded from package's 'rotation entirely unwired'.
T-PTR-02	Medium	STRIDE:DoS; Agentic-availability	pickUpPendingCloudVaultRotations (Mac/Android/iOS)	Rotation requirement starves on uneven survivor-pickup trigger coverage	Revoking device offline; only online survivor is iOS (no rotate-pickup trigger) or an Android device whose user never opens the Devices screen (pickup fires only 'once per store instance from devices surface first load', DevicesStore.kt:110-115). Requirement stays pending; stale detector only flags.	Mac: launch+every-foreground+post-revoke (AppDelegate.swift:119,134,143). Android: full rotate path (AndroidCloudVaultRevocationRotation.kt:135). Detector cloudVaultRotationResilience.ts:268.	No server-driven rotation; iOS has no survivor rotate-pickup; Android pickup is Devices-screen-gated, not per-foreground.	Prolonged cached-key window for iOS-survivor or Devices-screen-avoidant fleets.
T-PTR-03	High	STRIDE:Spoofing/Tampering; LINDDUN-Detectability	FirestoreIrohPairingPublicKeyProvider	iOS host-pairing-key in-memory TOFU enables cloud-MITM dial redirection	Cloud is untrusted. Phone verifies the Mac's signed iroh NodeAddr against iroh_pairing_keys/host fetched from Firestore and cached in-memory only (no Keychain pin/safety code/persistence). A backend serving a swapped host key to a cold-start session makes the phone accept an attacker-signed NodeAddr and dial an attacker NodeId.	Defense-in-depth: control intents still gated by Mac-side controller pin + Signal at-rest sealer, so this is transport MITM/redirection not direct command injection. Host key is server-only-write at rules layer (but cloud itself is the threat here).	Asymmetric trust: Mac->phone controller key is Keychain-pinned; phone->Mac host key is not pinned/persisted.	Relay/transport interception, traffic analysis, fallback coercion on first/cold pairing.
T-PTR-04	Medium	STRIDE:Spoofing; LINDDUN	EscrowDeviceTrustSafetyCheckFlag	Approve-time safety-code compare UI defaults OFF	Operator approving a new device is not, by default, prompted to compare an out-of-band safety code at the moment of approval (EscrowDeviceSafetyCode.swift:202 defaultEnabled=false).	Server fingerprint->bytes binding enforced (computerUseSecurity.ts:270) and trust-chain signature bind the key; runtime controller pin gate is ON.	Missing user-facing OOB confirmation at approval time.	A captured-but-valid approval that App Check + nonce admit enrolls a device the human never visually confirmed.
T-PTR-05	Low	STRIDE:Spoofing; T-TR	ControllerKeyPinStore	TOFU first-pairing window on controller key when gate force-disabled	First-ever controller key pinned unconfirmed (ControllerKeyPinStore.swift:199-212). If ControllerKeyPinEnforcementFlag is overridden off via UserDefaults (:94), a relay-supplied key is silently trusted on first contact.	Gate default ON requires operator safety-code confirmation before admission (PinResult.admits :139-148); mismatch on an established pin always refused.	Secure default can be flipped off by a UserDefaults/MDM override.	First-contact key poisoning only when the secure-default gate is overridden off.
T-PTR-06	Low	STRIDE:Tampering/Elevation	firestore.rules cloud_vault_key_wrappers	Client-writable cloud_vault_key_wrappers lacks generation-monotonicity / rotation-job binding in rules	Stolen-session owner writes extra wrappers; rule (firestore.rules:2230-2253) only requires trusted target+source and current vaultKeyID match, not origin from rotateCloudVaultKey nor advancing vaultGeneration.	Rotation-path wrappers are Admin-SDK-written out-of-band; wrapper writes bounded by matchesCurrentVaultKey and trusted-device existence.	No binding to a rotation job / generation advance at the rules layer.	Limited — cannot elevate trust; bounded by current-key match.
T-TRN-01	Critical	STRIDE:Spoofing/Tampering; LINDDUN:Non-repudiation; Agentic:control-channel-hijack	FirestoreIrohPairingPublicKeyProvider + iOS pairing verify	Cloud-substituted pairing public key MITMs the verified iroh link	Malicious/compromised cloud, Firebase project takeover, or rogue admin writes users/{uid}/iroh_pairing_keys/host plus a matching signed iroh_pairing record at an attacker NodeId; iOS fetches that key with no out-of-band/TOFU pin (FirestoreIrohPairingPublicKeyProvider.swift:27-47, in-memory cache only, never persisted/rotated), verifies the attacker signature (HermesIrohRelayTransport.swift:385), and dials the attacker QUIC endpoint	firestore.rules:2661-2665 keep docs server-owned + callable-gated (AppCheck/high-risk nonce/trusted escrow); separate E2E HermesRelayCrypto layer means MITM still cannot read payloads	No TOFU/safety-code pinning of host pairing key on iOS; transport identity trust = whatever Firestore returns	Compromised cloud can redirect/hijack/drop the iroh control channel and force downgrade; payload confidentiality survives only via the independent E2E layer
T-TRN-02	High	STRIDE:Elevation/DoS; Agentic:authz-bypass	FirestoreIrohInboundPeerAllowlist + host accept gate	Cloud-controlled inbound allowlist admits attacker or locks out owner	Allowlist read from iroh_pairing/{conn}/controllers/* in Firestore (FirestoreIrohInboundPeerAllowlist.swift:16-29); cloud/admin injecting a controllers/{attackerNodeId} doc adds attacker to Mac accept set (HermesIrohRelayHostClient.swift:292); deleting docs DoSes the owner	controller docs callable-gated firestore.rules:2774; default-deny empty set; per-peer purge HermesIrohRelayHostClient.swift:430; downstream PhoneControlAuthorityValidator + E2E still gate control actions	No local/out-of-band confirmation of allowlist membership; transport admission is cloud-authoritative	Admitted attacker reaches request handler but is blocked by app-layer authority; main impact handler reachability + DoS
T-TRN-03	High	STRIDE:Tampering/DoS; Agentic:forced-path/observability-evasion	HermesCompositeRelayTransport	Attacker-induced silent downgrade iroh->Firestore	On-path adversary or relay drops/blackholes iroh dials; for any op except .chatCompletions the cascade silently falls back to Firestore long-poll (HermesCompositeRelayTransport.swift:64,108), a cloud-mediated path exposing more timing/size/connection metadata and removing P2P directness	selected-model chat hard-fails (:119-121,126-132); each fallback audited (:134-148); Firestore payloads remain E2E-sealed	Control-plane + CLI streams fall back automatically; attacker can cheaply force the more-observable path; no in-code fallback-rate alarm	Metadata exposure + degraded P2P guarantees, not payload disclosure
T-TRN-04	Medium	STRIDE:InformationDisclosure; LINDDUN:Linkability/Identifiability	Firestore pairing/audit docs + n0 relay	Metadata exposure to cloud (NodeIds, relay URL, direct IPs, timing, sizes)	FirestoreIrohPairingDirectory.swift:42-81 and pairing records store raw long-lived NodeIds, relay URL, and direct LAN/WAN IPs in plaintext Firestore; audit details log localNodeId/targetNodeId/relayURL (HermesIrohRelayTransport.swift:441-447); n0 relay observes IP+NodeId+sizes+timing -> user localization/presence correlation	payload E2E-sealed; iOS dials without published direct IPs (HermesIrohRelayTransport.swift:452); media telemetry bucketed/hashed (firestore.rules:2718-2757)	control-plane pairing/audit docs store raw NodeIds + relay URL + direct IPs; NodeIds are persistent never-rotated identifiers	Metadata-based tracking/correlation by cloud or anyone with namespace read access
T-TRN-05	Medium	STRIDE:Tampering/Spoofing	IrohPairingSignature.verify	Stale/replayed pairing record steers iOS to dead/hijacked NodeAddr	Replay an old signed pairing record within the 180s freshness window (or with client clock skew) to point iOS at a previously-valid-but-reassigned relay/NodeAddr (IrohRelayPairing.swift:133-168)	180s freshness window (:74,165); Ed25519 sig over canonical payload incl publishedAtMillis; Mac republishes <=60s (pairingPublishInterval=60)	No per-record nonce/monotonic counter; freshness relies on client clock; no session-challenge binding	Bounded ~3-min replay window; NodeId reassignment in-window unlikely but possible
T-TRN-06	Medium	STRIDE:DoS	iroh accept_one + Swift acceptLoop	DoS via connection flood / post-handshake allowlist rejection	Any peer completing ALPN/QUIC handshake reaches accept_one (lib.rs:450); non-allowlisted peers rejected only AFTER handshake+stream accept (HermesIrohRelayHostClient.swift:292) with no per-source rate limit or concurrent-connection cap in the Rust crate; repeated dials force handshakes + Firestore allowlist reads	default-deny allowlist closes streams fast (:304); QUIC idle timeout; consecutive-failure rebuild (:392-405)	no connection-rate limit, no concurrent-handshake cap, allowlist lookup per-accept	CPU/handshake amplification + Firestore read pressure from unauthenticated flood; no plaintext exposure
T-TRN-07	Low	STRIDE:Tampering/supply-chain	openburnbar-iroh Cargo deps	Production E2E transport on iroh 1.0.0-rc.0 release candidate	Pre-GA iroh/iroh-services pinned to =1.0.0-rc.0 (Cargo.toml:20-29) may carry unpatched QUIC/relay/crypto bugs	exact-version pins prevent silent drift; dependabot present	shipping production E2E transport on a release candidate, not a stable line	latent upstream iroh protocol/crypto bug not yet found/fixed
T-GW-01	Low	STRIDE:Spoofing / Agentic:tool-auth	burnBarHermesGateway onRequest (callables/hermesGateway.ts:1818)	HTTP gateway edge has no App Check; auth is bearer+PoP only	Stolen bearer token replayed from any client; but every authenticated request also needs a fresh Ed25519 PoP signed by the pinned pairing private key (:845), so token alone is useless.	Mandatory PoP :693; per-bearer rate limit :1119	No device attestation on the HTTP edge (accepted: agents/phones are non-Firebase clients)	Requires theft of BOTH bearer and Ed25519 signing key — acceptable
T-GW-02	Low	STRIDE:Tampering	gatewayRequestBodyHash (callables/hermesGateway.ts:604)	PoP body-hash binding covers only JSON body, not raw/multipart or headers	Non-JSON body hashes to the empty-object string; if a handler consumed raw bytes, PoP would not cover them.	All write handlers read requestBody() (JSON) only; attachment bytes go to Storage with sha256 finalize gate :507	No explicit reject of non-JSON content-type on signed routes	Low; revisit if a raw-body signed route is added
T-GW-03	Low	STRIDE:Tampering / replay	verifyGatewayRequestPoP (callables/hermesGateway.ts:758)	Path/body swap under same nonce within 5-min window	Reuse a captured nonce with a modified method/path/body.	Signature covers method/path/bodyHash :755 so a swapped request fails signature before nonce is even consumed; nonce single-use :764	None material	None material
T-GW-04	Info	STRIDE:DoS (wasted read)	resolveGatewayGrant (callables/hermesGateway.ts:823)	Entitlement read fired detached before client-doc validation	Token index pointing at a uid triggers an entitlement read even when the client is later found revoked.	Revocation still 401s at :829; entitlement result awaited at :857	Minor wasted Firestore read on revoked tokens	Negligible; no security impact
T-GW-05	Low	LINDDUN:Disclosure (same-tenant) / availability	handleEvents (callables/hermesGateway.ts:1100-1106)	Events list filters targetClientId in app code, not Firestore where-clause	Query is uid-scoped (tenant-safe) but client targeting is filtered post-fetch; a query-shape regression could surface same-user other-client targeted events.	Owner-scoped query; nextCursor over scanned docs prevents re-read; targetClientId filter :1105	Relies on app-layer filter rather than rules/where-constraint	Low — same tenant only, never cross-account
T-GW-06	Info	STRIDE:Spoofing / availability	resolveGatewayGrant (callables/hermesGateway.ts:831-836)	Stale-token index deletion is best-effort/racy	Concurrent rotation could leave a dangling token_index entry briefly.	client-doc tokenHash check :831 is authoritative; stale index never authorizes	None	None
T-GW-07	Info	STRIDE:Information disclosure (timing)	resolveGatewayGrant (callables/hermesGateway.ts:831)	Non-constant-time tokenHash !== comparison	Plain string !== on sha256 hex; theoretically a timing oracle.	Index lookup already keyed on attacker-known hash; both sides are sha256 hex; not a token-recovery vector	Cosmetic — could use timingSafeEqual	None material
T-AZ-01	Low	STRIDE:InformationDisclosure / LINDDUN:Linkability / OWASP-API1:BOLA / ASVS-V4	Cloud Storage avatars/{userId}/profile.jpg	Cross-tenant avatar read (profile-photo BOLA)	Any authenticated uid issues signed/direct read for arbitrary userId	auth required; comment marks accepted risk	No per-owner read scope (storage.rules:19)	All users' profile photos enumerable and correlatable to UIDs
T-AZ-02	Low	STRIDE:Tampering / OWASP-API1:BOLA + API3:BOPLA / ASVS-V4	workspaces/{workspaceId}/teams/{teamId}/artifacts/{id}	Shared-artifact write into another tenant's workspace path	mallory writes ownerUserID=mallory doc under workspace-alice/...	Read gated on ownerUserID==auth.uid; no active client writer found	sharedArtifactOwnerWrite (firestore.rules:1073-1080) never binds workspaceId to a uid; zero rules-test coverage	Namespace pollution/quota-grief in another tenant path; latent if future read keys off path
T-AZ-03	Medium	STRIDE:InformationDisclosure / LINDDUN:Detectability	users/{uid}/{usage,budgetRules,conversations,...}	Metadata leakage in sealed cloud sync	Operator/server with Firestore access reads cleartext metadata (counts, timestamps, deviceIds, projectKeyHash)	Content fields sealed (:462-500); plaintext-name fail-closed create (:1163-1165)	Sealing covers named fields only; surrounding metadata cleartext by design	Traffic-analysis / activity inference; not an auth bypass
T-AZ-04	Medium	STRIDE:InformationDisclosure / OWASP-API3:BOPLA / ASVS-V8	Any owner-writable collection using ownerWritableNonSecret	Plaintext secret in a non-denylisted field	Client serializes credential under key not in 12-name denylist or nested map	hasNoPlaintextSecretFields (:56-69) + sealed validators + client unit tests	Denylist exact-top-level names only; rules cannot enforce universally	Depends on client correctness; defense-in-depth only
T-AZ-05	Medium	STRIDE:ElevationOfPrivilege / OWASP-API5:BFLA / ASVS-V4	100 onCall + 8 onRequest endpoints	Admin-SDK rule-bypass via callable missing ownership check	Handler performs Admin-SDK I/O for a uid it did not authorize (Admin SDK ignores rules)	enforceAuthAndAppCheck/assertOwnership (auth.ts:22-31,69-73); assertUserStoragePath (shared.ts:514)	Enforcement is per-handler convention, not structural; full 100-handler enumeration out of scope	One handler deriving uid from body without assertOwnership = cross-tenant read/write
T-AZ-06	Medium	STRIDE:Spoofing / OWASP-API2:BrokenAuth / ASVS-V2	Firestore/Storage SDK datapath	App Check console enforcement not provable from code	Non-app client with stolen/forged ID token writes directly via SDK if console App Check enforcement is OFF	Callables fail-closed in prod (config.ts:78-84); rules require request.auth	rules request.auth alone does not attest the app; SDK App Check is a console toggle absent from repo (firestore.rules:20-23)	UNKNOWN until deployed enforcement state confirmed
T-AZ-07	Low	STRIDE:ElevationOfPrivilege / OWASP-API5:BFLA	isOperator() firestore.rules:38-40 gating ops/* metrics	Operator custom-claim (burnbarOperator) trust breadth	Misissued burnbarOperator claim reads ops budget/metrics/events across all tenants	Claim server-minted; only ops aggregate collections gated (not user content)	No code in scope proves claim-issuance custody	Scoped to ops telemetry, not user-private data; issuance path UNKNOWN
T-AZ-08	Info	STRIDE:InformationDisclosure / OWASP-API2	routerRundown.ts:1125 latestRouterRundown; health.ts:47 healthLive	Unauthenticated public HTTP endpoints	Anonymous GET	Intentional public pricing/health data; maxInstances cap is only throttle	No per-IP rate limit	Cost/DoS only; no tenant data exposed (payload scope verified public)
T-DMN-01	High	STRIDE:Elevation / Agentic:excessive-agency (no per-op attenuation)	Main + HID sockets / BurnBarDaemonPeerAuthenticator, PrivilegedPeerAuthenticator	Compromised first-party app is fully trusted by daemon (code-sign == authZ)	Code running inside or injected into the signed com.openburnbar.app/.daemon passes the DR gate, then has full main-socket RPC (run dispatch, config writes, provider creds) + HID input.	Hardened runtime + library validation block non-first-party dylib injection; bearer token + DR gate.	Code-signature identity is used as authorization; no capability attenuation at daemon; no sandbox to contain post-compromise.	High — single signed-app RCE = full local agency + credential access (acknowledged in threat-model:154).
T-DMN-02	High	STRIDE:Elevation	Daemon process / entitlements (app-sandbox=false)	Daemon runs unsandboxed as login user with broad filesystem access	User LaunchAgent runs daemon with App Sandbox disabled; an RPC-handler parsing bug or memory bug gives a foothold with no OS sandbox boundary, home-dir FS + provider creds + sockets in reach.	Gatekeeper/notarization (install-time only), hardened runtime.	No runtime seatbelt sandbox; no entitlement minimization on daemon binary.	High
T-DMN-03	Medium	STRIDE:Tampering/Elevation	OpenBurnBarDaemonManager+Lifecycle.swift / ~/Library/Application Support/.../daemon/OpenBurnBarDaemon (0755)	User-writable daemon binary; pre-exec signature check is TOCTOU and launchd does not re-verify	Same-uid attacker swaps the installed binary between the app's validateStaticCode and launchd KeepAlive exec; launchd execs whatever is at the path without signature check.	RR-3 live socket peer code-sig gate (swapped binary fails DR when real app connects); atomic swap + pre-exec check shrink window.	A hostile swapped binary still runs as the user and can abuse the daemon's own creds/entitlements before any app connects; peer-auth only contains impersonation TO the app.	Medium
T-DMN-04	Medium	Agentic:authority-confusion / STRIDE:Elevation	ComputerUseRunCoordinator (daemon) vs PhoneControlAuthorityValidator (app)	Daemon does not cryptographically re-verify the phone single-use local-auth proof	Op-hash-bound Ed25519 proof is validated only in the app/relay; daemon gate is entitlement+scope+burst-signature, trusting the app to have done step-up. If app is compromised (T-DMN-01) the proof requirement is bypassed for shell/system-input/workspace-write.	App peer code-sig gate; daemon scope/deny/budget gate.	No daemon-side proof verification; proof binding is only as strong as app integrity (daemon does not hold the phone verifying key).	Medium (High if app compromised)
T-DMN-05	Medium	STRIDE:Spoofing	OpenBurnBarDaemonMain.swift:76 makePeerAuthenticator	Production env escape hatch disables peer code-sig enforcement	Same-uid actor influencing the daemon launch env sets OPENBURNBAR_DAEMON_DISABLE_PEER_CODESIG=1, dropping the main-socket gate to .disabled (every peer admitted); only the bearer token remains.	launchd plist app-written 0600; bearer token still required.	Opt-out ships in the released binary; attacker controlling plist/env removes the load-bearing gate.	Medium
T-DMN-06	Low	STRIDE:Spoofing	PrivilegedInputExecutionSocketServer.swift:231 validateSocketPeer (uid==0 branch)	HID root-bridge peer trusted by code-signature alone (no UID anchor)	A root process forging first-party identity could drive locked-screen input; requires root + Apple-anchored first-party signature, which non-first-party root cannot satisfy.	Full DR + CD-flag check on the root peer.	Relies entirely on code-sig for root peers (acceptable; root already wins most games).	Low
T-DMN-07	Low	STRIDE:Spoofing	PrivilegedInputXPCPeerValidator.swift:25 openBurnBarPeerAuditToken	Audit token read via private KVC selector on NSXPCConnection (SPI fragility)	Private auditToken selector (Dev-ID only); if Apple removes it, validator returns nil and fails closed (auditTokenUnavailable).	Fail-closed on nil; LOCAL_PEERTOKEN socket path is the robust primary.	SPI dependency in the XPC path only.	Low
T-DMN-08	Info	STRIDE:Tampering	RemoteUnlockCredentialEnvelopeCrypto.swift:5	HPKE AEAD AAD intentionally empty (context binding via HPKE info only)	AEAD associated data fixed empty for Android Tink interop; context relies on HPKE info key-schedule binding + Ed25519 authority hash over ciphertext+info.	info mismatch rejected pre-decrypt (:103); authority signature covers both fields.	None material — info is bound into the HPKE key schedule.	Low
T-TOOL-01	High	Agentic: Excessive Agency / Tool Misuse; LLM06 2025	CLIProcessStreamRunner / CLIArgumentBuilder	External CLI agents run with no in-process policy gate	Granted CLI (claude/codex/droid/forge/antigravity/cursor) is spawned with capability-derived flags at CLIArgumentBuilder.swift:47-103; thereafter OpenBurnBar cannot intercept individual tool calls. A model the CLI obeys (incl. via prompt injection in workspace files/tool output) acts within the CLI's flag-granted authority.	Per-capability flag selection; default read-only/plan when no grant	No per-action gate, approval, or scope enforcement for the CLI lane	High under workspace/all/YOLO presets
T-TOOL-02	Critical	Agentic: Excessive Agency; LLM02 insecure output handling	CLIArgumentBuilder / OpenAICompatibleChatGatewayClient.runShellUnrestricted	YOLO emits --dangerously-skip-permissions and runs unsandboxed shell at full user privilege	isYOLOGrant (CLIArgumentBuilder.swift:52,87,168,189,215) adds --dangerously-skip-permissions/--dangerously-bypass-approvals-and-sandbox; broker runShellUnrestricted (:367) runs /bin/zsh unsandboxed with no approval. Prompt injection the model obeys => arbitrary RCE.	Requires .trusted+all caps, local-auth (LAContext) at mint, hashed audit log of command	No per-N-action re-auth (TODO :381); audit is attribution not prevention	Critical (non-MAS); partly reduced in MAS where .shellUnrestricted blocked but CLI dangerous flags still un-guarded
T-TOOL-03	High	Agentic: loss of control / kill-switch gap; STRIDE Tampering(authz drift)	ChatSessionController.revokeDesktopControl / CLIProcessStreamRunner	Grant revocation does not terminate in-flight CLI agent	revokeDesktopControl (ChatSessionController.swift:382) only flips grant-store state; the already-spawned Process keeps its YOLO/sandbox flags and runs to completion. No grantStillActive re-check on CLI lane (broker has one at OpenAICompatibleChatGatewayClient.swift:130-135).	AsyncStream cancellation terminates the process if the chat stream is torn down	Revoke alone != kill; expiry not re-checked mid-run by the subprocess	High for long-running YOLO CLI runs
T-TOOL-04	High	Agentic: kill-switch availability	ComputerUsePanicHaltCoordinator	Panic/kill coordinator compiled out of MAS distribution build	Entire file guarded by #if canImport(AppKit) && !DISTRIBUTION_MAS (:1); the global hotkey, screen-lock, and remote-config kill paths are absent from the shipped MAS app.	MAS build also disables system ComputerUse lane (OpenAICompatibleChatGatewayClient.swift:223); remote-config kill switch still reachable via coordinator updateKillSwitch	Physical hotkey + lock-screen kill unavailable in MAS	Medium
T-TOOL-05	High	LLM01 prompt injection 2025; Agentic indirect injection	CLIBridge / CLIArgumentBuilder.combinedPrompt	CLI lane does not tag repo/tool/web content as untrusted (indirect prompt injection)	combinedPrompt (:248) wraps only the chat user message in <UNTRUSTED_CONTENT>. Files, tool results, and web content the CLI agent itself ingests are never tagged and OpenBurnBar cannot interpose, so a poisoned file/output can steer a write/shell-granted agent.	combinedPrompt wrapping for in-app chat turns only	No untrusted-content tagging or interposition in the CLI lane	High when workspaceWrite/shell granted
T-TOOL-06	Medium	STRIDE Spoofing/Tampering	AgentCapabilityGrantQueueListener.authorityPublicKey	Queued grant authority public key sourced from cloud Firestore (TOFU)	agent_grant_authorities/{deviceId} doc is read (:97-110); a Firestore-write-capable attacker who pre-seeds a key before first pin could forge signed grant requests.	F1 controller pin (validator.registerPeer :81) rejects a key differing from the operator-pinned key	Trust rooted in cloud doc at first pin; pin-store integrity is the real anchor	Medium — depends on pin enforcement and firestore.rules write protection
T-TOOL-07	Medium	Agentic: Excessive Agency	CLIArgumentBuilder.codexArguments/droidArguments	Non-trusted workspace preset authorizes autonomous shell (codex workspace-write, droid auto medium)	A .workspace grant maps shell capability to codex --sandbox workspace-write (:89-91) and droid --auto medium (:124-126), enabling autonomous in-workspace command execution with only the CLI's own sandbox.	Not YOLO — relies on CLI-side sandbox/auto-mid	OpenBurnBar cannot verify the CLI honors workspace-write/auto level	Medium
T-TOOL-08	Low	STRIDE Tampering / scope bypass	ComputerUseDenyRegistry builtInRules	Path-based deny rules (/admin,/billing) use heuristic window-title regex	Rules at :165-177 rely on the URL path appearing in the window title; SPA routes or titles omitting the path evade them.	file://, loopback, metadata, OAuth denies are urlPrefix-based and robust	Path denies are heuristic	Low
T-TOOL-09	Low	STRIDE Elevation (local)	ChatSessionController.grantDesktopControl	Local grantDesktopControl bypasses the signed apply() admission path	grantDesktopControl (:358-380) builds and activates a grant directly, skipping AgentCapabilityGrantStore.apply() checks.	Only reachable from local Mac UI (ChatPanelHeader.swift:387) which first calls DesktopGrantLocalAuthenticator.authenticateIfNeeded (fail-closed, throws)	No defense-in-depth inside grantDesktopControl itself; relies on caller to local-auth	Low — local operator is the trust root
